TSTimePointResult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Bus 40045 (ALLSTON) Frequency,Bus 40051 (ALVEY) Frequency,Bus 40061 (ASHE) Frequency,Bus 40062 (ASHE R1) Frequency,Bus 40086 (BELL S1) Frequency,Bus 40088 (BELL S2) Frequency,Bus 40091 (BELL BPA) Frequency,Bus 40096 (BELL SC) Frequency,Bus 40111 (BIG EDDY) Frequency,Bus 40141 (NBONVL E) Frequency,Bus 40142 (NBONVL W) Frequency,Bus 40155 (BUCKLEY) Frequency,Bus 40230 (CHIEF J1) Frequency,Bus 40232 (CHIEF J2) Frequency,Bus 40233 (CHIEF JO) Frequency,Bus 40287 (COULEE) Frequency,Bus 40288 (COULE R1) Frequency,Bus 40302 (COVINGT4) Frequency,Bus 40306 (COVINGT5) Frequency,Bus 40323 (CUSTER W) Frequency,Bus 40369 (DWORSHAK) Frequency,Bus 40381 (ECHOLAKE) Frequency,Bus 40451 (GAR1EAST) Frequency,Bus 40453 (GAR2EAST) Frequency,Bus 40459 (GARRISON) Frequency,Bus 40488 (GRIZZ R3) Frequency,Bus 40489 (GRIZZLY) Frequency,Bus 40490 (BUCGRI11) Frequency,Bus 40499 (HANFORD) Frequency,Bus 40500 (COUHAN11) Frequency,Bus 40521 (HATWAI) Frequency,Bus 40553 (HOT SPR) Frequency,Bus 40585 (JOHN DAY) Frequency,Bus 40588 (GRIJOH11) Frequency,Bus 40591 (GRIJOH12) Frequency,Bus 40592 (GRIJOH21) Frequency,Bus 40593 (GRIJOH22) Frequency,Bus 40598 (KEELER E) Frequency,Bus 40599 (KEELER W) Frequency,Bus 40601 (KEELER) Frequency,Bus 40629 (LANE) Frequency,Bus 40665 (LIT GOOS) Frequency,Bus 40666 (CEN FERY) Frequency,Bus 40679 (LOW GRAN) Frequency,Bus 40683 (LOW MON) Frequency,Bus 40684 (MALIN R1) Frequency,Bus 40687 (MALIN) Frequency,Bus 40688 (MALIN R3) Frequency,Bus 40693 (MAPLE VL) Frequency,Bus 40699 (MARION) Frequency,Bus 40700 (GRIMAL21) Frequency,Bus 40702 (GRIMAL22) Frequency,Bus 40704 (GRIMAL23) Frequency,Bus 40706 (GRIMAL24) Frequency,Bus 40708 (GRIMAL25) Frequency,Bus 40710 (GRIMAL26) Frequency,Bus 40711 (ECHMAP11) Frequency,Bus 40712 (ECHMAP12) Frequency,Bus 40714 (ALVMAR11) Frequency,Bus 40716 (ASHMAR21) Frequency,Bus 40718 (ASHMAR22) Frequency,Bus 40719 (ASHMAR23) Frequency,Bus 40720 (BUCMAR11) Frequency,Bus 40722 (JOHMAR11) Frequency,Bus 40723 (MCNARY) Frequency,Bus 40749 (MONROE) Frequency,Bus 40750 (CHIMON11) Frequency,Bus 40752 (CUSMON11) Frequency,Bus 40754 (CUSMON21) Frequency,Bus 40774 (NAPAVINE) Frequency,Bus 40797 (OLYMPIA) Frequency,Bus 40809 (OSTRNDER) Frequency,Bus 40821 (PAUL) Frequency,Bus 40827 (PEARL) Frequency,Bus 40834 (PONDROSB) Frequency,Bus 40837 (PONDROSA) Frequency,Bus 40869 (RAVER) Frequency,Bus 40913 (SACJAWEA) Frequency,Bus 40917 (SACJWA T) Frequency,Bus 40941 (SANTIAM) Frequency,Bus 40949 (SATSOP) Frequency,Bus 40957 (SCHULTZ) Frequency,Bus 40958 (COUSCH11) Frequency,Bus 40960 (COUSCH12) Frequency,Bus 40961 (COUSCH21) Frequency,Bus 40962 (COUSCH22) Frequency,Bus 40964 (ECHSCH11) Frequency,Bus 40966 (ECHSCH12) Frequency,Bus 40970 (ECHSCH13) Frequency,Bus 40972 (RAVSCH11) Frequency,Bus 40973 (SICKLER) Frequency,Bus 40974 (RAVSCH12) Frequency,Bus 40976 (RAVSCH31) Frequency,Bus 40978 (RAVSCH41) Frequency,Bus 40986 (SLATT) Frequency,Bus 40989 (SLATT) Frequency,Bus 40996 (BUCSLA11) Frequency,Bus 41001 (SNOK TAP) Frequency,Bus 41007 (SNOKING) Frequency,Bus 41043 (SUMMER L) Frequency,Bus 41044 (MALSUM11) Frequency,Bus 41046 (MALSUM12) Frequency,Bus 41048 (PONSUM11) Frequency,Bus 41051 (TACOMA) Frequency,Bus 41052 (PONSUM12) Frequency,Bus 41054 (PONSUM13) Frequency,Bus 41056 (PONSUM14) Frequency,Bus 41057 (TAFT) Frequency,Bus 41058 (RAVTAC11) Frequency,Bus 41060 (RAVTAC12) Frequency,Bus 41062 (BELTAF11) Frequency,Bus 41064 (DWOTAF11) Frequency,Bus 41066 (DWOTAF12) Frequency,Bus 41068 (GARTAF11) Frequency,Bus 41070 (GARTAF12) Frequency,Bus 41072 (GARTAF21) Frequency,Bus 41074 (GARTAF22) Frequency,Bus 41092 (TROUTD E) Frequency,Bus 41094 (TROUTD W) Frequency,Bus 41095 (TROUTDAL) Frequency,Bus 41113 (VANTAGE) Frequency,Bus 41138 (WAUTOMA) Frequency,Bus 41311 (CELILO1) Frequency,Bus 41312 (CELILO2) Frequency,Bus 41351 (MCNRY S1) Frequency,Bus 41352 (MCNRY S2) Frequency,Bus 41353 (MCNRY S3) Frequency,Bus 41401 (ROCK CK) Frequency,Bus 41402 (ROCK CK) Frequency,Bus 41450 (KNIGHT) Frequency,Bus 41451 (OSTKNI11) Frequency,Bus 41452 (OSTKNI12) Frequency,Bus 41739 (COULEE19) Frequency,Bus 41740 (COULEE20) Frequency,Bus 41741 (COULEE21) Frequency,Bus 41742 (COULEE22) Frequency,Bus 41743 (COULEE23) Frequency,Bus 41744 (COULEE24) Frequency,Bus 43049 (BOARD F) Frequency,Bus 43115 (COYO M1) Frequency,Bus 43123 (COYOTE) Frequency,Bus 43485 (ROUND BU) Frequency,Bus 44086 (JDA PH1) Frequency,Bus 44087 (JDA PH2) Frequency,Bus 44088 (JDA PH3) Frequency,Bus 44089 (JDA PH4) Frequency,Bus 44166 (CHJ PH5) Frequency,Bus 44167 (CHJ PH6) Frequency,Bus 44217 (LGS PH1) Frequency,Bus 44237 (LWG PH1) Frequency,Bus 44257 (LMN PH1) Frequency,Bus 44284 (LONGHORN) Frequency,Bus 45029 (BURNS) Frequency,Bus 45030 (BURSUM11) Frequency,Bus 45035 (CAPTJACK) Frequency,Bus 45040 (CAPPON11) Frequency,Bus 45041 (CAPPON12) Frequency,Bus 45042 (CAPPON13) Frequency,Bus 45043 (CAPPON14) Frequency,Bus 45044 (CAPPON15) Frequency,Bus 45046 (CAPPON16) Frequency,Bus 45095 (DIXONVLE) Frequency,Bus 45096 (ALVDIX11) Frequency,Bus 45197 (MERIDINP) Frequency,Bus 45199 (DIXMER11) Frequency,Bus 45262 (KFALLS) Frequency,Bus 47638 (HERMCALP) Frequency,Bus 47741 (CENTR P1) Frequency,Bus 47745 (CENTR P2) Frequency,Bus 50206 (CUSING11) Frequency,Bus 50208 (CUSING21) Frequency
23.5,59.7108,59.7068,59.7017,59.7018,59.6905,59.6905,59.6922,59.6947,59.706,59.7104,59.7104,59.7055,59.7007,59.7007,59.7012,59.7,59.6998,59.7052,59.7052,59.7085,59.6923,59.7051,59.6886,59.6886,59.687,59.7061,59.7061,59.7056,59.7021,59.7011,59.6943,59.6857,59.7055,60,60,59.7055,59.706,59.7094,59.7095,59.7091,59.7067,59.6983,59.6977,59.6967,59.7,59.7069,59.7069,59.7069,59.7052,59.7067,59.7067,59.7061,59.7065,59.7065,59.7068,59.7062,59.7051,59.7052,59.7069,59.703,59.704,59.7056,59.7062,59.7062,59.7037,59.706,59.7037,59.7063,59.7065,59.7106,59.7102,59.7077,59.7103,59.7082,59.7063,59.7061,59.7051,59.7015,59.7016,59.7067,59.7106,59.703,59.7036,59.7016,59.7036,59.7016,59.7047,59.703,59.7014,59.703,59.7022,59.7011,59.704,59.7039,59.7046,59.7046,59.7042,59.7058,59.7059,59.7055,59.7043,59.7059,59.7058,59.7053,59.7058,59.7056,59.7056,59.6895,59.7051,59.7052,59.6921,59.695,59.6924,59.6857,59.6876,59.6857,59.6876,59.7084,59.7084,59.708,59.7023,59.7028,59.706,59.706,59.7039,59.7039,59.7039,59.7051,59.7051,59.7056,59.7068,59.7067,59.7,59.7,59.7,59.6999,59.6999,59.6999,59.7046,59.7066,59.7041,59.7063,59.7056,59.7056,59.7055,59.7055,59.7012,59.7012,59.6983,59.6967,59.7,59.7041,59.7064,59.7001,59.707,59.7067,59.7071,59.7069,59.7069,59.7067,59.7067,59.7068,59.7069,59.7069,59.707,59.707,59.7038,59.7103,59.7103,59.7087,59.7087
23.516667,59.7096,59.706,59.701,59.7011,59.6912,59.6912,59.693,59.6946,59.7052,59.7093,59.7093,59.7048,59.7,59.7,59.7004,59.6993,59.6992,59.7043,59.7043,59.7081,59.6933,59.7042,59.6907,59.6907,59.6904,59.7056,59.7056,59.7049,59.7014,59.7004,59.6948,59.6876,59.7048,60,60,59.7047,59.7055,59.7083,59.7084,59.708,59.7059,59.6981,59.6975,59.6967,59.6995,59.7066,59.7066,59.7066,59.7043,59.7059,59.7063,59.7056,59.706,59.706,59.7064,59.7057,59.7042,59.7043,59.7061,59.7023,59.7032,59.7048,59.7054,59.7054,59.703,59.7052,59.703,59.7056,59.7058,59.7094,59.7089,59.7067,59.7091,59.7072,59.7057,59.7055,59.7042,59.701,59.701,59.7059,59.7094,59.7022,59.7028,59.7009,59.7028,59.7009,59.7038,59.7022,59.7006,59.7022,59.7013,59.7004,59.7031,59.703,59.7039,59.7039,59.7035,59.705,59.7051,59.7052,59.7041,59.7057,59.7054,59.7044,59.7054,59.7053,59.7053,59.6912,59.7042,59.7043,59.6929,59.6953,59.6934,59.69,59.6906,59.69,59.6906,59.7074,59.7074,59.707,59.7015,59.7021,59.7052,59.7052,59.7032,59.7032,59.7032,59.7043,59.7043,59.7048,59.7059,59.7058,59.6993,59.6993,59.6993,59.6993,59.6993,59.6993,59.7039,59.7056,59.7034,59.7057,59.7048,59.7048,59.7048,59.7048,59.7004,59.7004,59.698,59.6967,59.6995,59.7033,59.7061,59.7006,59.7066,59.7063,59.7068,59.7065,59.7065,59.7063,59.7063,59.7061,59.7063,59.7063,59.7065,59.7066,59.703,59.7091,59.7091,59.7083,59.7083
23.533333,59.7083,59.7052,59.7004,59.7004,59.6922,59.6921,59.6939,59.6947,59.7044,59.7083,59.7083,59.7042,59.6993,59.6993,59.6998,59.6987,59.6987,59.7034,59.7034,59.7076,59.6945,59.7034,59.6931,59.6931,59.694,59.705,59.705,59.7042,59.7008,59.6998,59.6955,59.6898,59.7041,60,60,59.704,59.7049,59.7071,59.7073,59.7069,59.7051,59.6979,59.6975,59.6969,59.6992,59.7063,59.7063,59.7063,59.7035,59.705,59.7059,59.705,59.7056,59.7056,59.7061,59.7051,59.7034,59.7035,59.7054,59.7016,59.7025,59.7041,59.7047,59.7046,59.7023,59.7045,59.7023,59.705,59.7052,59.7081,59.7077,59.7058,59.7078,59.7062,59.7052,59.705,59.7034,59.7005,59.7005,59.705,59.7081,59.7014,59.702,59.7003,59.702,59.7003,59.703,59.7015,59.7,59.7015,59.7006,59.6998,59.7023,59.7023,59.7032,59.7032,59.7028,59.7043,59.7043,59.705,59.704,59.7054,59.705,59.7035,59.705,59.705,59.705,59.6931,59.7034,59.7034,59.6939,59.6957,59.6945,59.6944,59.6937,59.6944,59.6937,59.7064,59.7064,59.706,59.7008,59.7014,59.7044,59.7044,59.7025,59.7025,59.7025,59.7036,59.7036,59.704,59.705,59.7049,59.6987,59.6987,59.6987,59.6987,59.6987,59.6987,59.7032,59.7047,59.7027,59.7052,59.7041,59.7041,59.7041,59.7041,59.6998,59.6998,59.6978,59.6968,59.6992,59.7026,59.7057,59.701,59.7063,59.7059,59.7065,59.7061,59.7061,59.7058,59.7058,59.7054,59.7056,59.7057,59.706,59.7061,59.7023,59.7078,59.7078,59.7078,59.7079
23.55,59.7071,59.7045,59.6999,59.6999,59.6932,59.6932,59.6951,59.695,59.7037,59.7073,59.7073,59.7035,59.6987,59.6987,59.6992,59.6983,59.6982,59.7026,59.7026,59.7072,59.6958,59.7026,59.6956,59.6956,59.6977,59.7045,59.7045,59.7036,59.7002,59.6993,59.6963,59.6922,59.7034,60,60,59.7033,59.7044,59.706,59.7062,59.7059,59.7043,59.6979,59.6976,59.6971,59.6989,59.7059,59.7059,59.7059,59.7027,59.7043,59.7056,59.7045,59.7052,59.7052,59.7057,59.7046,59.7026,59.7027,59.7048,59.701,59.7019,59.7033,59.7039,59.7039,59.7017,59.7038,59.7017,59.7043,59.7045,59.7068,59.7064,59.7049,59.7066,59.7052,59.7047,59.7046,59.7026,59.7,59.7001,59.7043,59.7068,59.7008,59.7013,59.6997,59.7013,59.6997,59.7023,59.7008,59.6994,59.7008,59.6999,59.6993,59.7016,59.7015,59.7026,59.7026,59.7022,59.7036,59.7036,59.7048,59.7038,59.7051,59.7047,59.7027,59.7047,59.7048,59.7048,59.6952,59.7026,59.7026,59.6951,59.6963,59.6958,59.699,59.6971,59.699,59.6971,59.7054,59.7054,59.7051,59.7002,59.7008,59.7037,59.7037,59.7018,59.7018,59.7018,59.7029,59.7029,59.7032,59.7041,59.7041,59.6983,59.6983,59.6983,59.6983,59.6983,59.6983,59.7026,59.7038,59.7021,59.7046,59.7034,59.7034,59.7034,59.7034,59.6992,59.6992,59.6978,59.6971,59.6989,59.702,59.7055,59.7015,59.7059,59.7055,59.7062,59.7058,59.7058,59.7054,59.7054,59.7048,59.705,59.7051,59.7055,59.7057,59.7017,59.7066,59.7066,59.7074,59.7074
23.566667,59.7059,59.7038,59.6994,59.6995,59.6945,59.6945,59.6964,59.6954,59.703,59.7062,59.7062,59.703,59.6982,59.6982,59.6987,59.6979,59.6979,59.7019,59.7019,59.7067,59.6972,59.7019,59.6983,59.6983,59.7015,59.7041,59.7041,59.7031,59.6998,59.6989,59.6973,59.6948,59.7028,60,60,59.7027,59.7039,59.705,59.7051,59.7048,59.7036,59.698,59.6978,59.6975,59.6988,59.7056,59.7056,59.7056,59.702,59.7035,59.7052,59.704,59.7048,59.7048,59.7054,59.7042,59.702,59.702,59.7041,59.7005,59.7013,59.7027,59.7033,59.7032,59.7012,59.7032,59.7011,59.7037,59.7039,59.7055,59.7052,59.704,59.7053,59.7043,59.7043,59.7042,59.7018,59.6997,59.6997,59.7035,59.7055,59.7002,59.7007,59.6992,59.7007,59.6992,59.7016,59.7002,59.6989,59.7002,59.6993,59.6988,59.701,59.7009,59.702,59.702,59.7016,59.7029,59.7029,59.7046,59.7038,59.7049,59.7044,59.7019,59.7044,59.7045,59.7045,59.6975,59.7018,59.7019,59.6964,59.697,59.6972,59.7037,59.7005,59.7037,59.7005,59.7044,59.7044,59.7041,59.6997,59.7003,59.703,59.703,59.7013,59.7013,59.7013,59.7023,59.7023,59.7026,59.7033,59.7033,59.6979,59.6979,59.6979,59.6979,59.6979,59.6979,59.702,59.703,59.7015,59.7042,59.7028,59.7028,59.7028,59.7028,59.6987,59.6987,59.6979,59.6975,59.6988,59.7015,59.7052,59.7021,59.7056,59.7052,59.7059,59.7054,59.7054,59.7051,59.7051,59.7041,59.7044,59.7046,59.705,59.7053,59.7012,59.7053,59.7053,59.707,59.707
23.583333,59.7046,59.7032,59.6991,59.6991,59.6959,59.6959,59.6978,59.6959,59.7024,59.7052,59.7052,59.7025,59.6979,59.6979,59.6984,59.6977,59.6977,59.7012,59.7012,59.7063,59.6988,59.7013,59.7011,59.7011,59.7054,59.7037,59.7036,59.7026,59.6994,59.6986,59.6984,59.6976,59.7022,60,60,59.7022,59.7034,59.7039,59.704,59.7038,59.7029,59.6982,59.6981,59.698,59.6987,59.7054,59.7054,59.7054,59.7014,59.7028,59.7049,59.7036,59.7044,59.7044,59.7051,59.7038,59.7013,59.7014,59.7035,59.7001,59.7008,59.7021,59.7027,59.7026,59.7008,59.7026,59.7007,59.7032,59.7034,59.7043,59.704,59.7031,59.7041,59.7034,59.7039,59.7038,59.7012,59.6995,59.6995,59.7028,59.7043,59.6997,59.7002,59.6989,59.7002,59.6989,59.701,59.6998,59.6986,59.6998,59.6989,59.6985,59.7004,59.7004,59.7015,59.7015,59.7011,59.7023,59.7023,59.7045,59.7037,59.7048,59.7041,59.7012,59.7041,59.7044,59.7044,59.6999,59.7012,59.7012,59.6978,59.6979,59.6988,59.7085,59.704,59.7085,59.704,59.7035,59.7035,59.7033,59.6993,59.6999,59.7024,59.7024,59.7008,59.7008,59.7008,59.7018,59.7018,59.702,59.7026,59.7026,59.6977,59.6977,59.6977,59.6977,59.6977,59.6977,59.7015,59.7022,59.7011,59.7037,59.7022,59.7022,59.7022,59.7022,59.6984,59.6984,59.6981,59.698,59.6987,59.701,59.705,59.7028,59.7053,59.7048,59.7056,59.7051,59.7051,59.7047,59.7047,59.7035,59.7039,59.7041,59.7046,59.7049,59.7007,59.7041,59.7041,59.7066,59.7066
23.6,59.7035,59.7026,59.6989,59.6989,59.6975,59.6975,59.6993,59.6966,59.7018,59.7043,59.7043,59.7021,59.6976,59.6976,59.6982,59.6976,59.6977,59.7006,59.7006,59.7059,59.7005,59.7008,59.7039,59.7039,59.7094,59.7033,59.7033,59.7022,59.6991,59.6985,59.6996,59.7005,59.7017,60,60,59.7017,59.7031,59.7029,59.703,59.7029,59.7022,59.6985,59.6985,59.6987,59.6988,59.7051,59.7051,59.7051,59.7008,59.7022,59.7046,59.7033,59.7041,59.7041,59.7048,59.7035,59.7008,59.7008,59.703,59.6997,59.7004,59.7015,59.7022,59.702,59.7004,59.7021,59.7003,59.7027,59.7029,59.7031,59.7029,59.7024,59.703,59.7026,59.7035,59.7035,59.7006,59.6994,59.6994,59.7022,59.7031,59.6994,59.6998,59.6986,59.6998,59.6986,59.7005,59.6994,59.6983,59.6994,59.6985,59.6983,59.6999,59.6999,59.7011,59.7011,59.7007,59.7018,59.7018,59.7044,59.7038,59.7046,59.7039,59.7006,59.7039,59.7042,59.7042,59.7024,59.7006,59.7006,59.6994,59.6989,59.7005,59.7132,59.7076,59.7132,59.7076,59.7026,59.7026,59.7025,59.699,59.6996,59.7018,59.7018,59.7004,59.7004,59.7004,59.7014,59.7014,59.7014,59.7019,59.7019,59.6976,59.6976,59.6976,59.6976,59.6976,59.6976,59.7011,59.7015,59.7007,59.7033,59.7018,59.7018,59.7017,59.7017,59.6981,59.6981,59.6984,59.6987,59.6988,59.7006,59.7048,59.7035,59.7051,59.7046,59.7054,59.7049,59.7049,59.7044,59.7044,59.703,59.7034,59.7036,59.7042,59.7046,59.7003,59.703,59.703,59.7063,59.7063
23.616667,59.7024,59.7021,59.6987,59.6988,59.6992,59.6992,59.701,59.6975,59.7013,59.7033,59.7033,59.7017,59.6975,59.6975,59.698,59.6977,59.6977,59.7001,59.7001,59.7055,59.7023,59.7003,59.7069,59.7069,59.7134,59.703,59.703,59.7018,59.699,59.6984,59.7009,59.7034,59.7013,60,60,59.7013,59.7028,59.702,59.7021,59.702,59.7017,59.6989,59.6991,59.6994,59.6989,59.7049,59.7049,59.7049,59.7003,59.7017,59.7044,59.703,59.7039,59.7039,59.7046,59.7032,59.7003,59.7003,59.7025,59.6995,59.7001,59.7011,59.7017,59.7015,59.7001,59.7017,59.7,59.7023,59.7025,59.702,59.7018,59.7017,59.7019,59.7018,59.7033,59.7032,59.7001,59.6993,59.6994,59.7017,59.702,59.6991,59.6994,59.6985,59.6994,59.6985,59.7001,59.6991,59.6982,59.6991,59.6983,59.6982,59.6996,59.6995,59.7008,59.7008,59.7004,59.7014,59.7013,59.7043,59.7039,59.7045,59.7037,59.7001,59.7037,59.7041,59.7041,59.7049,59.7001,59.7001,59.7011,59.6999,59.7022,59.718,59.7112,59.718,59.7112,59.7018,59.7018,59.7017,59.6988,59.6994,59.7013,59.7013,59.7001,59.7001,59.7001,59.701,59.701,59.701,59.7013,59.7013,59.6977,59.6977,59.6977,59.6976,59.6976,59.6976,59.7008,59.7009,59.7004,59.703,59.7014,59.7014,59.7013,59.7013,59.698,59.698,59.6988,59.6994,59.6989,59.7003,59.7046,59.7043,59.7049,59.7043,59.7052,59.7046,59.7046,59.7042,59.7042,59.7025,59.703,59.7032,59.7039,59.7043,59.7,59.7019,59.7019,59.7059,59.706
23.633333,59.7013,59.7017,59.6987,59.6987,59.701,59.701,59.7027,59.6984,59.7009,59.7025,59.7025,59.7014,59.6975,59.6975,59.698,59.6978,59.6979,59.6997,59.6997,59.7052,59.7042,59.7,59.7098,59.7098,59.7173,59.7028,59.7027,59.7015,59.699,59.6984,59.7023,59.7065,59.701,60,60,59.7009,59.7025,59.7012,59.7012,59.7012,59.7012,59.6994,59.6997,59.7003,59.6992,59.7048,59.7048,59.7048,59.7,59.7012,59.7043,59.7027,59.7037,59.7037,59.7045,59.7029,59.7,59.7,59.7021,59.6994,59.6999,59.7007,59.7013,59.7011,59.7,59.7014,59.6998,59.702,59.7022,59.701,59.7008,59.701,59.7009,59.7011,59.703,59.703,59.6997,59.6994,59.6994,59.7012,59.701,59.6989,59.6992,59.6984,59.6992,59.6984,59.6998,59.699,59.6981,59.6989,59.6981,59.6982,59.6993,59.6993,59.7005,59.7005,59.7002,59.701,59.701,59.7044,59.704,59.7045,59.7036,59.6997,59.7036,59.7041,59.7041,59.7075,59.6997,59.6997,59.7028,59.7011,59.7041,59.7227,59.7149,59.7227,59.7149,59.7011,59.7011,59.7011,59.6987,59.6993,59.7009,59.7009,59.6999,59.6999,59.6999,59.7007,59.7007,59.7006,59.7008,59.7008,59.6978,59.6978,59.6978,59.6978,59.6978,59.6978,59.7006,59.7003,59.7001,59.7028,59.701,59.701,59.701,59.701,59.698,59.698,59.6994,59.7002,59.6992,59.7001,59.7045,59.7051,59.7047,59.7041,59.705,59.7045,59.7045,59.704,59.704,59.7021,59.7026,59.7029,59.7036,59.7041,59.6998,59.7009,59.7009,59.7056,59.7057
23.65,59.7004,59.7013,59.6988,59.6988,59.7029,59.7029,59.7046,59.6995,59.7006,59.7017,59.7017,59.7012,59.6977,59.6977,59.6981,59.6981,59.6982,59.6994,59.6994,59.7049,59.7061,59.6997,59.7128,59.7128,59.7212,59.7026,59.7026,59.7013,59.699,59.6986,59.7037,59.7096,59.7008,60,60,59.7007,59.7023,59.7004,59.7005,59.7005,59.7008,59.7001,59.7005,59.7012,59.6996,59.7047,59.7047,59.7047,59.6997,59.7008,59.7041,59.7026,59.7036,59.7036,59.7044,59.7028,59.6997,59.6997,59.7018,59.6993,59.6997,59.7004,59.701,59.7008,59.6999,59.7011,59.6997,59.7017,59.7019,59.7,59.6999,59.7005,59.7,59.7005,59.7029,59.7029,59.6994,59.6996,59.6996,59.7008,59.7,59.6989,59.6991,59.6985,59.6991,59.6985,59.6996,59.6989,59.6982,59.6989,59.6981,59.6984,59.6991,59.6991,59.7004,59.7004,59.7001,59.7008,59.7007,59.7044,59.7042,59.7045,59.7035,59.6994,59.7035,59.7041,59.7041,59.7101,59.6994,59.6994,59.7047,59.7024,59.706,59.7272,59.7184,59.7272,59.7184,59.7005,59.7005,59.7005,59.6987,59.6993,59.7006,59.7006,59.6997,59.6997,59.6997,59.7005,59.7005,59.7003,59.7004,59.7004,59.6981,59.6981,59.6981,59.698,59.698,59.698,59.7004,59.6998,59.7,59.7026,59.7008,59.7008,59.7008,59.7008,59.6981,59.6981,59.7,59.7012,59.6996,59.7,59.7045,59.706,59.7046,59.704,59.7049,59.7044,59.7044,59.7039,59.7039,59.7018,59.7023,59.7026,59.7034,59.7039,59.6997,59.7,59.7,59.7054,59.7054
23.666667,59.6995,59.701,59.699,59.699,59.7049,59.7049,59.7064,59.7007,59.7004,59.701,59.701,59.7011,59.6979,59.6979,59.6984,59.6985,59.6986,59.6992,59.6992,59.7047,59.7081,59.6996,59.7158,59.7158,59.725,59.7025,59.7025,59.7012,59.6992,59.6989,59.7053,59.7127,59.7006,60,60,59.7005,59.7022,59.6997,59.6998,59.6999,59.7005,59.7008,59.7014,59.7022,59.7001,59.7046,59.7046,59.7046,59.6995,59.7005,59.7041,59.7025,59.7035,59.7035,59.7043,59.7027,59.6996,59.6995,59.7015,59.6994,59.6997,59.7002,59.7008,59.7006,59.6999,59.701,59.6998,59.7015,59.7018,59.6992,59.6991,59.7001,59.6992,59.7,59.7028,59.7028,59.6993,59.6999,59.6999,59.7005,59.6992,59.6989,59.6991,59.6987,59.6991,59.6987,59.6994,59.6989,59.6984,59.6989,59.6982,59.6986,59.6991,59.6991,59.7003,59.7003,59.7,59.7006,59.7005,59.7045,59.7044,59.7046,59.7036,59.6992,59.7036,59.7042,59.7042,59.7128,59.6993,59.6992,59.7066,59.7037,59.7079,59.7316,59.7219,59.7316,59.7219,59.6999,59.6999,59.7,59.6988,59.6994,59.7004,59.7004,59.6997,59.6997,59.6997,59.7004,59.7004,59.7001,59.7,59.7,59.6985,59.6985,59.6985,59.6984,59.6984,59.6984,59.7003,59.6995,59.7,59.7025,59.7006,59.7006,59.7006,59.7006,59.6984,59.6984,59.7007,59.7022,59.7001,59.7,59.7045,59.7069,59.7046,59.7039,59.7049,59.7043,59.7043,59.7038,59.7038,59.7016,59.7021,59.7024,59.7033,59.7038,59.6997,59.6992,59.6992,59.7051,59.7052
23.683333,59.6988,59.7008,59.6993,59.6993,59.7069,59.7069,59.7083,59.702,59.7003,59.7004,59.7004,59.7011,59.6983,59.6983,59.6987,59.699,59.6991,59.6991,59.6991,59.7045,59.71,59.6995,59.7187,59.7187,59.7286,59.7025,59.7024,59.7012,59.6995,59.6992,59.7068,59.7157,59.7005,60,60,59.7005,59.7022,59.6992,59.6992,59.6993,59.7003,59.7016,59.7023,59.7033,59.7007,59.7046,59.7046,59.7046,59.6994,59.7003,59.7041,59.7024,59.7035,59.7035,59.7043,59.7027,59.6995,59.6995,59.7013,59.6996,59.6998,59.7001,59.7007,59.7004,59.7,59.7009,59.6999,59.7014,59.7016,59.6984,59.6984,59.6997,59.6985,59.6996,59.7027,59.7028,59.6992,59.7002,59.7003,59.7003,59.6984,59.6991,59.6991,59.699,59.6991,59.699,59.6994,59.6991,59.6988,59.6991,59.6984,59.699,59.6991,59.6991,59.7004,59.7004,59.7001,59.7005,59.7004,59.7047,59.7048,59.7047,59.7036,59.6991,59.7036,59.7044,59.7044,59.7154,59.6992,59.6991,59.7085,59.7051,59.7099,59.7358,59.7253,59.7358,59.7253,59.6995,59.6995,59.6996,59.6991,59.6996,59.7003,59.7003,59.6998,59.6998,59.6998,59.7004,59.7004,59.7,59.6998,59.6998,59.699,59.699,59.699,59.6989,59.6989,59.6989,59.7004,59.6992,59.7001,59.7024,59.7006,59.7006,59.7005,59.7005,59.6987,59.6987,59.7016,59.7033,59.7007,59.7001,59.7045,59.7079,59.7045,59.7039,59.7049,59.7043,59.7043,59.7038,59.7038,59.7014,59.702,59.7023,59.7032,59.7038,59.6998,59.6984,59.6984,59.705,59.705
