Time,Bus Grafton345 (1) Frequency,Bus Lake345 (2) Frequency,Bus Hawk345 (3) Frequency,Bus Tiger345 (4) Frequency,Bus Hickory138 (5) Frequency,Bus Elm138 (6) Frequency,Bus Badger345 (7) Frequency,Bus Apple345 (8) Frequency,Bus Sidney345 (9) Frequency,Bus Valley345 (10) Frequency,Bus Apple138 (11) Frequency,Bus Sidney138 (12) Frequency,Bus Walnut138 (13) Frequency,Bus Hawk138 (14) Frequency,Bus Eagle345 (15) Frequency,Bus Tiger138 (16) Frequency,Bus Owl138 (17) Frequency,Bus Oak345 (18) Frequency,Bus Viking345 (19) Frequency,Bus Illini345 (20) Frequency,Bus Bear345 (21) Frequency,Bus Prairie345 (22) Frequency,Bus Dolphin345 (23) Frequency,Bus Valley138 (24) Frequency,Bus Badger138 (25) Frequency,Bus Viking138 (26) Frequency,Bus Ash138 (27) Frequency,Bus Peach138 (28) Frequency,Bus Illini138 (29) Frequency,Bus Bear138 (30) Frequency,Bus Spruce138 (31) Frequency,Bus Parkway138 (32) Frequency,Bus Steel138 (33) Frequency,Bus Rose138 (34) Frequency,Bus Ram345 (35) Frequency,Bus Savoy138 (36) Frequency,Bus Lark138 (37) Frequency,Bus Monarch138 (38) Frequency,Bus Willow138 (39) Frequency,Bus Ram138 (40) Frequency,Bus Homer138 (41) Frequency,Bus Lion345 (42) Frequency
20.033333,60.0062,60.0062,60.0062,60.0063,60.0063,60.0063,60.0064,60.0063,60.0063,60.0062,60.0063,60.0063,60.0063,60.0063,60.0062,60.0063,60.0063,60.0063,60.0064,60.0064,60.0064,60.0063,60.0065,60.0063,60.0064,60.0064,60.0064,60.0064,60.0064,60.0064,60.0064,60.0064,60.0064,60.0064,60.0062,60.0062,60.0062,60.0062,60.0062,60.0062,60.0062,60.0062
20.066667,60.006,60.006,60.0062,60.0063,60.0063,60.0062,60.0067,60.0063,60.0065,60.0061,60.0063,60.0063,60.0063,60.0063,60.0062,60.0063,60.0063,60.0064,60.0067,60.0066,60.0066,60.0064,60.007,60.0063,60.0066,60.0067,60.0066,60.0066,60.0066,60.0066,60.0066,60.0066,60.0067,60.0066,60.0061,60.0062,60.0062,60.0062,60.0062,60.0061,60.0062,60.006
20.1,60.0058,60.0059,60.0061,60.0063,60.0063,60.0062,60.007,60.0063,60.0066,60.006,60.0063,60.0063,60.0063,60.0063,60.0062,60.0063,60.0063,60.0065,60.007,60.0067,60.0068,60.0065,60.0075,60.0064,60.0068,60.007,60.0068,60.0068,60.0068,60.0069,60.0068,60.0068,60.0069,60.0068,60.006,60.0062,60.0062,60.0062,60.0062,60.006,60.0062,60.0058
20.133333,60.0057,60.0058,60.0061,60.0063,60.0063,60.0062,60.0073,60.0063,60.0068,60.0059,60.0063,60.0063,60.0063,60.0063,60.0062,60.0064,60.0063,60.0066,60.0073,60.0069,60.0071,60.0065,60.0079,60.0065,60.007,60.0073,60.007,60.007,60.0069,60.0071,60.007,60.0069,60.0071,60.007,60.0059,60.0061,60.0061,60.0061,60.0061,60.0059,60.0061,60.0057
20.166667,60.0055,60.0057,60.006,60.0063,60.0063,60.0062,60.0075,60.0063,60.0069,60.0059,60.0063,60.0064,60.0063,60.0063,60.0062,60.0064,60.0063,60.0067,60.0076,60.0071,60.0072,60.0066,60.0083,60.0065,60.0072,60.0076,60.0072,60.0072,60.0071,60.0073,60.0072,60.0071,60.0073,60.0072,60.0058,60.0061,60.0061,60.0061,60.0061,60.0058,60.0061,60.0055
20.2,60.0054,60.0055,60.006,60.0062,60.0063,60.0062,60.0078,60.0063,60.007,60.0058,60.0064,60.0064,60.0063,60.0064,60.0061,60.0064,60.0063,60.0068,60.0078,60.0072,60.0074,60.0067,60.0086,60.0065,60.0074,60.0078,60.0074,60.0074,60.0072,60.0075,60.0074,60.0072,60.0075,60.0074,60.0057,60.0061,60.006,60.006,60.0061,60.0057,60.0061,60.0054
20.233333,60.0053,60.0055,60.006,60.0062,60.0063,60.0062,60.0079,60.0063,60.0071,60.0057,60.0064,60.0064,60.0063,60.0064,60.0061,60.0064,60.0063,60.0068,60.008,60.0073,60.0076,60.0067,60.0089,60.0066,60.0075,60.008,60.0075,60.0075,60.0074,60.0076,60.0075,60.0074,60.0077,60.0076,60.0056,60.006,60.006,60.006,60.006,60.0056,60.006,60.0053
20.266667,60.0052,60.0054,60.0059,60.0062,60.0063,60.0062,60.0081,60.0063,60.0072,60.0057,60.0064,60.0064,60.0063,60.0064,60.0061,60.0064,60.0063,60.0069,60.0082,60.0074,60.0077,60.0067,60.0092,60.0066,60.0076,60.0082,60.0076,60.0076,60.0075,60.0078,60.0077,60.0074,60.0078,60.0077,60.0055,60.006,60.006,60.006,60.006,60.0056,60.006,60.0052
20.3,60.0051,60.0053,60.0059,60.0062,60.0063,60.0061,60.0082,60.0063,60.0072,60.0056,60.0063,60.0064,60.0063,60.0064,60.0061,60.0064,60.0063,60.0069,60.0083,60.0075,60.0078,60.0068,60.0094,60.0066,60.0077,60.0083,60.0077,60.0077,60.0075,60.0079,60.0077,60.0075,60.0079,60.0078,60.0055,60.006,60.0059,60.0059,60.006,60.0055,60.006,60.0051
20.333333,60.005,60.0052,60.0058,60.0062,60.0063,60.0061,60.0083,60.0063,60.0073,60.0056,60.0063,60.0064,60.0063,60.0063,60.0061,60.0064,60.0063,60.0069,60.0084,60.0075,60.0078,60.0068,60.0095,60.0066,60.0078,60.0084,60.0078,60.0077,60.0076,60.0079,60.0078,60.0076,60.008,60.0078,60.0054,60.0059,60.0059,60.0059,60.0059,60.0055,60.0059,60.005
20.366667,60.0049,60.0052,60.0058,60.0062,60.0063,60.0061,60.0084,60.0063,60.0073,60.0055,60.0063,60.0064,60.0062,60.0063,60.006,60.0064,60.0063,60.0069,60.0084,60.0075,60.0079,60.0068,60.0096,60.0066,60.0078,60.0084,60.0078,60.0078,60.0076,60.008,60.0078,60.0076,60.008,60.0078,60.0054,60.0059,60.0059,60.0059,60.0059,60.0054,60.0059,60.005
20.4,60.0049,60.0052,60.0058,60.0062,60.0063,60.0061,60.0084,60.0062,60.0073,60.0055,60.0063,60.0063,60.0062,60.0063,60.006,60.0064,60.0063,60.0069,60.0085,60.0075,60.0079,60.0068,60.0097,60.0066,60.0078,60.0084,60.0078,60.0078,60.0076,60.008,60.0078,60.0076,60.008,60.0078,60.0053,60.0059,60.0059,60.0058,60.0059,60.0054,60.0059,60.0049
20.433333,60.0049,60.0052,60.0058,60.0061,60.0062,60.0061,60.0083,60.0062,60.0072,60.0055,60.0063,60.0063,60.0062,60.0063,60.006,60.0064,60.0062,60.0069,60.0084,60.0075,60.0078,60.0068,60.0096,60.0066,60.0078,60.0084,60.0078,60.0077,60.0076,60.0079,60.0078,60.0076,60.008,60.0078,60.0053,60.0059,60.0058,60.0058,60.0059,60.0054,60.0059,60.0049
20.466667,60.0049,60.0052,60.0058,60.0061,60.0062,60.0061,60.0083,60.0062,60.0072,60.0055,60.0063,60.0063,60.0062,60.0063,60.006,60.0064,60.0062,60.0068,60.0084,60.0075,60.0078,60.0067,60.0095,60.0066,60.0077,60.0083,60.0077,60.0077,60.0075,60.0079,60.0077,60.0075,60.0079,60.0078,60.0053,60.0059,60.0058,60.0058,60.0058,60.0054,60.0058,60.0049
20.5,60.005,60.0052,60.0058,60.0061,60.0062,60.006,60.0082,60.0062,60.0071,60.0055,60.0062,60.0063,60.0062,60.0063,60.006,60.0063,60.0062,60.0068,60.0083,60.0074,60.0077,60.0067,60.0094,60.0065,60.0076,60.0082,60.0076,60.0076,60.0074,60.0078,60.0076,60.0074,60.0078,60.0077,60.0054,60.0059,60.0058,60.0058,60.0058,60.0054,60.0058,60.005
20.533333,60.005,60.0053,60.0058,60.0061,60.0062,60.006,60.008,60.0062,60.0071,60.0055,60.0062,60.0063,60.0061,60.0062,60.006,60.0063,60.0062,60.0068,60.0081,60.0073,60.0076,60.0067,60.0092,60.0065,60.0075,60.0081,60.0075,60.0075,60.0073,60.0076,60.0075,60.0073,60.0077,60.0075,60.0054,60.0058,60.0058,60.0058,60.0058,60.0054,60.0058,60.005
20.566667,60.0051,60.0053,60.0058,60.0061,60.0062,60.006,60.0078,60.0062,60.007,60.0056,60.0062,60.0062,60.0061,60.0062,60.006,60.0063,60.0062,60.0067,60.008,60.0072,60.0074,60.0066,60.0089,60.0064,60.0074,60.0079,60.0073,60.0073,60.0072,60.0075,60.0074,60.0072,60.0075,60.0074,60.0054,60.0059,60.0058,60.0058,60.0058,60.0055,60.0058,60.0051
20.6,60.0052,60.0054,60.0059,60.0061,60.0061,60.006,60.0076,60.0061,60.0069,60.0056,60.0062,60.0062,60.0061,60.0062,60.006,60.0062,60.0061,60.0066,60.0078,60.0071,60.0073,60.0066,60.0086,60.0064,60.0072,60.0077,60.0072,60.0072,60.007,60.0073,60.0072,60.007,60.0074,60.0072,60.0055,60.0059,60.0058,60.0058,60.0059,60.0055,60.0059,60.0052
20.633333,60.0053,60.0055,60.0059,60.0061,60.0061,60.006,60.0074,60.0061,60.0068,60.0057,60.0061,60.0062,60.0061,60.0061,60.006,60.0062,60.0061,60.0065,60.0075,60.0069,60.0071,60.0065,60.0083,60.0063,60.0071,60.0075,60.007,60.007,60.0069,60.0071,60.007,60.0069,60.0072,60.007,60.0056,60.0059,60.0059,60.0058,60.0059,60.0056,60.0059,60.0053
20.666667,60.0054,60.0056,60.0059,60.0061,60.0061,60.006,60.0072,60.0061,60.0066,60.0057,60.0061,60.0061,60.0061,60.0061,60.006,60.0062,60.0061,60.0065,60.0073,60.0068,60.0069,60.0064,60.0079,60.0063,60.0069,60.0072,60.0068,60.0068,60.0067,60.0069,60.0068,60.0067,60.007,60.0068,60.0056,60.0059,60.0059,60.0059,60.0059,60.0057,60.0059,60.0054
20.7,60.0055,60.0057,60.0059,60.0061,60.0061,60.006,60.0069,60.0061,60.0065,60.0058,60.0061,60.0061,60.0061,60.0061,60.006,60.0061,60.0061,60.0064,60.007,60.0066,60.0067,60.0064,60.0075,60.0062,60.0067,60.007,60.0066,60.0066,60.0066,60.0067,60.0066,60.0066,60.0067,60.0066,60.0057,60.0059,60.0059,60.0059,60.0059,60.0057,60.0059,60.0055
20.733333,60.0057,60.0058,60.006,60.0061,60.0061,60.006,60.0067,60.0061,60.0064,60.0059,60.0061,60.0061,60.006,60.0061,60.006,60.0061,60.0061,60.0063,60.0067,60.0064,60.0065,60.0063,60.0071,60.0062,60.0065,60.0067,60.0064,60.0064,60.0064,60.0065,60.0064,60.0064,60.0065,60.0064,60.0058,60.0059,60.0059,60.0059,60.0059,60.0058,60.0059,60.0057
20.766667,60.0058,60.0059,60.006,60.0061,60.006,60.006,60.0064,60.0061,60.0062,60.0059,60.0061,60.0061,60.006,60.006,60.006,60.0061,60.006,60.0062,60.0064,60.0063,60.0063,60.0062,60.0066,60.0061,60.0063,60.0064,60.0062,60.0062,60.0062,60.0063,60.0062,60.0062,60.0063,60.0062,60.0059,60.006,60.006,60.006,60.006,60.0059,60.006,60.0058
20.8,60.006,60.006,60.006,60.006,60.006,60.006,60.0061,60.006,60.0061,60.006,60.006,60.006,60.006,60.006,60.006,60.006,60.006,60.0061,60.0061,60.0061,60.0061,60.0061,60.0062,60.006,60.0061,60.0061,60.006,60.006,60.006,60.0061,60.006,60.006,60.0061,60.006,60.006,60.006,60.006,60.006,60.006,60.006,60.006,60.006
20.833333,60.0061,60.0061,60.0061,60.006,60.006,60.006,60.0058,60.006,60.0059,60.0061,60.006,60.006,60.006,60.006,60.006,60.006,60.006,60.006,60.0059,60.0059,60.0059,60.006,60.0057,60.006,60.0059,60.0058,60.0058,60.0058,60.0059,60.0058,60.0058,60.0059,60.0058,60.0058,60.0061,60.006,60.006,60.006,60.006,60.0061,60.006,60.0061
20.866667,60.0062,60.0062,60.0061,60.006,60.006,60.006,60.0055,60.006,60.0058,60.0061,60.006,60.006,60.006,60.006,60.006,60.006,60.006,60.0059,60.0056,60.0057,60.0057,60.0059,60.0053,60.0059,60.0057,60.0056,60.0056,60.0057,60.0057,60.0056,60.0056,60.0057,60.0056,60.0056,60.0062,60.0061,60.0061,60.0061,60.0061,60.0062,60.0061,60.0062
20.9,60.0064,60.0063,60.0061,60.006,60.006,60.006,60.0053,60.006,60.0056,60.0062,60.006,60.0059,60.006,60.0059,60.0061,60.0059,60.006,60.0058,60.0053,60.0056,60.0055,60.0058,60.0049,60.0059,60.0055,60.0053,60.0055,60.0055,60.0055,60.0054,60.0055,60.0055,60.0054,60.0055,60.0063,60.0061,60.0061,60.0061,60.0061,60.0062,60.0061,60.0064
20.933333,60.0065,60.0064,60.0061,60.006,60.006,60.006,60.005,60.006,60.0055,60.0063,60.0059,60.0059,60.006,60.0059,60.0061,60.0059,60.006,60.0057,60.005,60.0054,60.0053,60.0057,60.0045,60.0058,60.0053,60.005,60.0053,60.0053,60.0054,60.0052,60.0053,60.0054,60.0052,60.0053,60.0063,60.0061,60.0061,60.0061,60.0061,60.0063,60.0061,60.0065
20.966667,60.0066,60.0065,60.0062,60.006,60.0059,60.006,60.0048,60.0059,60.0054,60.0063,60.0059,60.0059,60.006,60.0059,60.0061,60.0059,60.0059,60.0056,60.0048,60.0053,60.0051,60.0056,60.0041,60.0057,60.0051,60.0048,60.0051,60.0052,60.0052,60.005,60.0051,60.0053,60.005,60.0051,60.0064,60.0061,60.0061,60.0062,60.0061,60.0064,60.0061,60.0066
21,60.0067,60.0066,60.0062,60.006,60.0059,60.006,60.0046,60.0059,60.0053,60.0064,60.0059,60.0059,60.0059,60.0059,60.0061,60.0058,60.0059,60.0055,60.0045,60.0051,60.0049,60.0056,60.0038,60.0057,60.005,60.0046,60.005,60.005,60.0051,60.0049,60.005,60.0051,60.0049,60.005,60.0065,60.0061,60.0062,60.0062,60.0062,60.0064,60.0062,60.0067
21.033333,60.0068,60.0067,60.0062,60.006,60.0059,60.006,60.0044,60.0059,60.0052,60.0064,60.0059,60.0058,60.0059,60.0059,60.0061,60.0058,60.0059,60.0054,60.0043,60.005,60.0048,60.0055,60.0035,60.0057,60.0048,60.0044,60.0049,60.0049,60.005,60.0047,60.0049,60.005,60.0047,60.0048,60.0065,60.0062,60.0062,60.0062,60.0062,60.0065,60.0062,60.0068
21.066667,60.0069,60.0067,60.0062,60.0059,60.0059,60.006,60.0043,60.0059,60.0051,60.0064,60.0059,60.0058,60.0059,60.0058,60.0061,60.0058,60.0059,60.0054,60.0042,60.0049,60.0047,60.0054,60.0033,60.0056,60.0047,60.0042,60.0048,60.0048,60.0049,60.0046,60.0048,60.0049,60.0046,60.0047,60.0066,60.0062,60.0062,60.0062,60.0062,60.0065,60.0062,60.0069
21.1,60.0069,60.0067,60.0062,60.0059,60.0059,60.006,60.0041,60.0059,60.005,60.0065,60.0058,60.0058,60.0059,60.0058,60.0061,60.0058,60.0059,60.0053,60.004,60.0048,60.0046,60.0054,60.0031,60.0056,60.0046,60.0041,60.0047,60.0047,60.0048,60.0045,60.0047,60.0048,60.0045,60.0047,60.0066,60.0062,60.0062,60.0062,60.0062,60.0066,60.0062,60.0069
21.133333,60.007,60.0068,60.0062,60.0059,60.0059,60.006,60.0041,60.0059,60.005,60.0065,60.0058,60.0058,60.0059,60.0058,60.0061,60.0057,60.0059,60.0053,60.0039,60.0048,60.0045,60.0053,60.0029,60.0056,60.0045,60.004,60.0046,60.0047,60.0048,60.0044,60.0046,60.0048,60.0044,60.0046,60.0066,60.0062,60.0062,60.0062,60.0062,60.0066,60.0062,60.007
21.166667,60.007,60.0068,60.0062,60.0059,60.0059,60.006,60.004,60.0058,60.005,60.0065,60.0058,60.0058,60.0059,60.0058,60.006,60.0057,60.0059,60.0052,60.0039,60.0047,60.0044,60.0053,60.0028,60.0055,60.0045,60.0039,60.0046,60.0046,60.0047,60.0044,60.0046,60.0048,60.0044,60.0045,60.0066,60.0062,60.0062,60.0062,60.0062,60.0066,60.0062,60.007
21.2,60.007,60.0068,60.0062,60.0059,60.0059,60.006,60.004,60.0058,60.0049,60.0065,60.0058,60.0058,60.0059,60.0058,60.006,60.0057,60.0059,60.0052,60.0038,60.0047,60.0044,60.0053,60.0028,60.0055,60.0045,60.0039,60.0046,60.0046,60.0047,60.0044,60.0045,60.0047,60.0043,60.0045,60.0066,60.0062,60.0062,60.0062,60.0062,60.0066,60.0062,60.007
21.233333,60.007,60.0068,60.0062,60.0059,60.0058,60.006,60.004,60.0058,60.0049,60.0065,60.0058,60.0058,60.0059,60.0058,60.006,60.0057,60.0058,60.0052,60.0039,60.0047,60.0044,60.0053,60.0028,60.0055,60.0045,60.0039,60.0046,60.0046,60.0047,60.0044,60.0046,60.0047,60.0043,60.0045,60.0066,60.0062,60.0062,60.0062,60.0062,60.0066,60.0062,60.007
21.266667,60.007,60.0067,60.0062,60.0059,60.0058,60.006,60.004,60.0058,60.005,60.0065,60.0058,60.0058,60.0059,60.0058,60.006,60.0057,60.0058,60.0052,60.0039,60.0047,60.0044,60.0053,60.0029,60.0055,60.0045,60.004,60.0046,60.0046,60.0047,60.0044,60.0046,60.0048,60.0044,60.0045,60.0066,60.0062,60.0062,60.0062,60.0062,60.0066,60.0062,60.007
21.3,60.0069,60.0067,60.0062,60.0059,60.0058,60.006,60.0041,60.0058,60.005,60.0064,60.0058,60.0058,60.0059,60.0058,60.006,60.0057,60.0058,60.0053,60.004,60.0048,60.0045,60.0054,60.003,60.0055,60.0046,60.004,60.0046,60.0046,60.0048,60.0044,60.0046,60.0048,60.0044,60.0046,60.0066,60.0061,60.0062,60.0062,60.0062,60.0066,60.0062,60.0069
21.333333,60.0069,60.0067,60.0062,60.0059,60.0058,60.006,60.0042,60.0058,60.0051,60.0064,60.0058,60.0058,60.0059,60.0058,60.006,60.0057,60.0058,60.0053,60.0041,60.0048,60.0046,60.0054,60.0032,60.0056,60.0046,60.0041,60.0047,60.0047,60.0048,60.0045,60.0046,60.0048,60.0045,60.0046,60.0066,60.0061,60.0062,60.0062,60.0061,60.0065,60.0061,60.0069
21.366667,60.0068,60.0066,60.0062,60.0059,60.0058,60.006,60.0043,60.0058,60.0051,60.0064,60.0058,60.0058,60.0059,60.0058,60.006,60.0057,60.0058,60.0054,60.0042,60.0049,60.0047,60.0055,60.0034,60.0056,60.0047,60.0043,60.0047,60.0048,60.0049,60.0046,60.0047,60.0049,60.0046,60.0047,60.0065,60.0061,60.0061,60.0062,60.0061,60.0065,60.0061,60.0068
21.4,60.0067,60.0065,60.0061,60.0059,60.0058,60.006,60.0045,60.0059,60.0052,60.0063,60.0058,60.0058,60.0059,60.0058,60.006,60.0057,60.0059,60.0054,60.0044,60.005,60.0048,60.0055,60.0037,60.0056,60.0049,60.0045,60.0049,60.0049,60.005,60.0048,60.0048,60.005,60.0047,60.0048,60.0065,60.0061,60.0061,60.0061,60.0061,60.0064,60.0061,60.0067
21.433333,60.0066,60.0065,60.0061,60.0059,60.0058,60.006,60.0047,60.0059,60.0053,60.0063,60.0058,60.0058,60.0059,60.0058,60.006,60.0058,60.0059,60.0055,60.0046,60.0051,60.005,60.0056,60.004,60.0057,60.005,60.0046,60.005,60.005,60.0051,60.0049,60.005,60.0051,60.0049,60.005,60.0064,60.0061,60.0061,60.0061,60.0061,60.0064,60.0061,60.0066
21.466667,60.0065,60.0064,60.0061,60.0059,60.0059,60.0059,60.0049,60.0059,60.0054,60.0062,60.0058,60.0058,60.0059,60.0058,60.006,60.0058,60.0059,60.0056,60.0048,60.0053,60.0051,60.0056,60.0043,60.0057,60.0051,60.0049,60.0051,60.0052,60.0052,60.0051,60.0051,60.0053,60.0051,60.0051,60.0063,60.006,60.0061,60.0061,60.0061,60.0063,60.0061,60.0065
21.5,60.0064,60.0063,60.006,60.0059,60.0059,60.0059,60.0051,60.0059,60.0055,60.0062,60.0059,60.0058,60.0059,60.0059,60.006,60.0058,60.0059,60.0056,60.0051,60.0054,60.0053,60.0057,60.0047,60.0057,60.0053,60.0051,60.0053,60.0053,60.0054,60.0053,60.0053,60.0054,60.0053,60.0053,60.0062,60.006,60.006,60.006,60.006,60.0062,60.006,60.0064
21.533333,60.0063,60.0062,60.006,60.0059,60.0059,60.0059,60.0054,60.0059,60.0056,60.0061,60.0059,60.0059,60.0059,60.0059,60.006,60.0058,60.0059,60.0057,60.0053,60.0056,60.0055,60.0058,60.005,60.0058,60.0055,60.0053,60.0055,60.0055,60.0055,60.0055,60.0055,60.0055,60.0054,60.0055,60.0061,60.006,60.006,60.006,60.006,60.0061,60.006,60.0063
21.566667,60.0061,60.006,60.006,60.0059,60.0059,60.0059,60.0056,60.0059,60.0058,60.006,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0058,60.0056,60.0057,60.0057,60.0058,60.0054,60.0058,60.0057,60.0056,60.0057,60.0057,60.0057,60.0057,60.0057,60.0057,60.0056,60.0057,60.006,60.006,60.006,60.006,60.006,60.006,60.006,60.0061
21.6,60.006,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0058,60.0059,60.0059,60.0059,60.0058,60.0059,60.0059,60.0058,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.006
21.633333,60.0058,60.0058,60.0059,60.0059,60.0059,60.0059,60.0061,60.0059,60.006,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.006,60.0061,60.006,60.006,60.006,60.0062,60.0059,60.006,60.0061,60.006,60.006,60.006,60.0061,60.006,60.006,60.0061,60.006,60.0058,60.0059,60.0059,60.0059,60.0059,60.0058,60.0059,60.0058
21.666667,60.0057,60.0057,60.0058,60.0059,60.0059,60.0059,60.0063,60.0059,60.0061,60.0058,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0059,60.0061,60.0063,60.0062,60.0062,60.006,60.0066,60.006,60.0062,60.0063,60.0062,60.0062,60.0062,60.0062,60.0062,60.0062,60.0063,60.0062,60.0057,60.0058,60.0058,60.0058,60.0058,60.0058,60.0058,60.0057
21.7,60.0056,60.0056,60.0058,60.0059,60.0059,60.0059,60.0065,60.0059,60.0062,60.0057,60.0059,60.0059,60.0059,60.0059,60.0058,60.006,60.0059,60.0061,60.0066,60.0063,60.0064,60.0061,60.0069,60.006,60.0064,60.0066,60.0064,60.0064,60.0063,60.0064,60.0064,60.0063,60.0064,60.0064,60.0056,60.0058,60.0058,60.0058,60.0058,60.0057,60.0058,60.0056
21.733333,60.0054,60.0055,60.0057,60.0059,60.0059,60.0059,60.0068,60.0059,60.0063,60.0056,60.0059,60.006,60.0059,60.0059,60.0058,60.006,60.0059,60.0062,60.0068,60.0064,60.0066,60.0061,60.0073,60.0061,60.0065,60.0068,60.0065,60.0065,60.0064,60.0066,60.0065,60.0064,60.0066,60.0065,60.0056,60.0058,60.0058,60.0058,60.0058,60.0056,60.0058,60.0054
21.766667,60.0053,60.0054,60.0057,60.0059,60.0059,60.0058,60.007,60.0059,60.0064,60.0056,60.0059,60.006,60.0059,60.006,60.0058,60.006,60.0059,60.0062,60.007,60.0065,60.0067,60.0062,60.0076,60.0061,60.0067,60.007,60.0067,60.0067,60.0066,60.0068,60.0067,60.0066,60.0068,60.0067,60.0055,60.0057,60.0057,60.0057,60.0057,60.0055,60.0057,60.0053
21.8,60.0052,60.0053,60.0057,60.0059,60.0059,60.0058,60.0071,60.0059,60.0065,60.0055,60.0059,60.006,60.0059,60.006,60.0058,60.006,60.0059,60.0063,60.0072,60.0066,60.0068,60.0062,60.0078,60.0061,60.0068,60.0071,60.0068,60.0068,60.0067,60.0069,60.0068,60.0067,60.0069,60.0068,60.0054,60.0057,60.0057,60.0057,60.0057,60.0054,60.0057,60.0052
21.833333,60.0051,60.0052,60.0056,60.0059,60.0059,60.0058,60.0073,60.0059,60.0066,60.0054,60.0059,60.006,60.0059,60.006,60.0058,60.006,60.0059,60.0063,60.0073,60.0067,60.0069,60.0062,60.0081,60.0061,60.0069,60.0073,60.0069,60.0069,60.0068,60.007,60.0069,60.0068,60.007,60.0069,60.0053,60.0057,60.0057,60.0056,60.0057,60.0053,60.0057,60.0051
21.866667,60.005,60.0051,60.0056,60.0058,60.0059,60.0058,60.0074,60.0059,60.0066,60.0054,60.0059,60.006,60.0059,60.006,60.0057,60.006,60.0059,60.0064,60.0074,60.0068,60.007,60.0063,60.0083,60.0062,60.007,60.0074,60.007,60.007,60.0068,60.0071,60.007,60.0068,60.0071,60.007,60.0053,60.0056,60.0056,60.0056,60.0056,60.0053,60.0056,60.005
21.9,60.0049,60.0051,60.0056,60.0058,60.0059,60.0058,60.0075,60.0059,60.0066,60.0053,60.0059,60.006,60.0059,60.0059,60.0057,60.006,60.0059,60.0064,60.0075,60.0069,60.0071,60.0063,60.0084,60.0062,60.0071,60.0075,60.0071,60.007,60.0069,60.0072,60.0071,60.0069,60.0072,60.0071,60.0052,60.0056,60.0056,60.0056,60.0056,60.0052,60.0056,60.0049
21.933333,60.0049,60.005,60.0055,60.0058,60.0059,60.0057,60.0075,60.0059,60.0067,60.0053,60.0059,60.006,60.0059,60.0059,60.0057,60.006,60.0059,60.0064,60.0076,60.0069,60.0071,60.0063,60.0085,60.0062,60.0071,60.0076,60.0071,60.0071,60.0069,60.0072,60.0071,60.0069,60.0072,60.0071,60.0052,60.0056,60.0056,60.0055,60.0056,60.0052,60.0056,60.0049
21.966667,60.0048,60.005,60.0055,60.0058,60.0059,60.0057,60.0076,60.0059,60.0067,60.0053,60.0059,60.0059,60.0058,60.0059,60.0057,60.006,60.0059,60.0064,60.0076,60.0069,60.0072,60.0063,60.0086,60.0062,60.0071,60.0076,60.0071,60.0071,60.0069,60.0072,60.0071,60.0069,60.0073,60.0071,60.0051,60.0056,60.0055,60.0055,60.0056,60.0052,60.0056,60.0048
22,60.0048,60.005,60.0055,60.0058,60.0059,60.0057,60.0076,60.0058,60.0067,60.0053,60.0059,60.0059,60.0058,60.0059,60.0056,60.006,60.0059,60.0064,60.0076,60.0069,60.0072,60.0063,60.0086,60.0061,60.0071,60.0076,60.0071,60.0071,60.0069,60.0072,60.0071,60.0069,60.0073,60.0071,60.0051,60.0055,60.0055,60.0055,60.0055,60.0051,60.0055,60.0048
22.033333,60.0048,60.005,60.0055,60.0058,60.0058,60.0057,60.0075,60.0058,60.0066,60.0052,60.0059,60.0059,60.0058,60.0059,60.0056,60.006,60.0058,60.0064,60.0076,60.0069,60.0071,60.0063,60.0086,60.0061,60.0071,60.0076,60.0071,60.007,60.0069,60.0072,60.0071,60.0069,60.0072,60.0071,60.0051,60.0055,60.0055,60.0055,60.0055,60.0051,60.0055,60.0048
22.066667,60.0048,60.005,60.0055,60.0058,60.0058,60.0057,60.0075,60.0058,60.0066,60.0053,60.0059,60.0059,60.0058,60.0059,60.0056,60.0059,60.0058,60.0063,60.0076,60.0068,60.0071,60.0063,60.0085,60.0061,60.007,60.0075,60.007,60.007,60.0068,60.0071,60.007,60.0068,60.0072,60.007,60.0051,60.0055,60.0055,60.0055,60.0055,60.0051,60.0055,60.0048
22.1,60.0048,60.005,60.0055,60.0058,60.0058,60.0057,60.0074,60.0058,60.0066,60.0053,60.0058,60.0059,60.0058,60.0058,60.0056,60.0059,60.0058,60.0063,60.0075,60.0068,60.007,60.0062,60.0084,60.0061,60.007,60.0074,60.0069,60.0069,60.0068,60.0071,60.0069,60.0068,60.0071,60.0069,60.0051,60.0055,60.0055,60.0055,60.0055,60.0051,60.0055,60.0048
