Substation,,,,,,,,,,,,,,
Sub Num,Sub Name,Sub ID,Area Name,Zone Name,# of Buses,Nominal kV(max),Latitude,Longitude,Gen MW,Gen Mvar,Load MW,Load Mvar,Shunt MW,Shunt Mvar
337412707,Frenchman Hills (USBR),3337412707,NORTHWEST,"Grant County, WA",1,230,46.95,-119.58,,,,,47.2,-10.03
337412711,Frenchtown,3337412711,,,0,0,46.94,-114.18,,,,,,
337413143,Fry,3337413143,NORTHWEST,PAC:WLMT,1,230,44.59,-123.04,,,,,266.22,85.14
337413294,Garrison,3337413294,NORTHWEST,Western Montana,7,500,46.51,-112.89,,,,,-27.01,-644.8
337413367,Genesee,3337413367,ALBERTA,AIES-Lake Wabamun Generation,3,22,53.35,-114.31,1291,178.37,103,51.5,34.87,-458.06
337413449,Gilbert,3337413449,,,0,0,46.58,-112.5,,,,,,
337413461,Dry Fork Station,3337413461,WAPA R.M.,ZoneBK,1,19,44.29,-105.5,425,107.99,35,26.25,-1105.21,869.15
337413510,Glen Canyon,3337413510,ARIZONA,WAPA-DSW,3,13.8,36.93,-111.49,480,-4.87,,,458.6,-42.64
337413533,Glendale,3337413533,NORTHWEST,PAC:GRPS,1,230,39.52,-119.73,,,17.23,5.35,,
337413538,Glengarry,3337413538,,,0,0,47.05,-109.59,,,,,,
337413615,Golden Sunlight,3337413615,,,0,0,45.88,-111.98,,,,,,
337413640,Goodnoe,3337413640,NORTHWEST,Lower Columbia Basin,1,230,45.79,-120.56,,,,,0,7.63
337413656,Goose Lake,3337413656,,,0,0,41.42,-120.7,,,,,,
337413667,Gordon M. Shrum,3337413667,B.C.HYDRO,BC HYDRO,4,13.8,56.01,-122.2,1136.05,-83.85,,,-11.83,283.63
337413681,Gorge (SCL),3337413681,NORTHWEST,Seattle City Light,3,230,48.7,-121.21,159.57,13.25,,,,
337413746,Grand Coulee,3337413746,NORTHWEST,Central Washington,42,500,47.95,-119,6014.52,682.26,,,79.38,-295.52
337413829,Grants Pass,3337413829,NORTHWEST,PAC:GRPS,1,230,42.45,-123.28,,,,,277.6,42.71
337413854,Grays Harbor Energy Facility,3337413854,NORTHWEST,"Seattle Area, Olympic Peninsula",4,230,47,-123.48,618.9,-260,,,,
337413864,Great Falls,3337413864,,,0,0,47.54,-111.23,,,,,,
337413869,Great Falls City,3337413869,,,0,0,47.5,-111.29,,,,,,
337413870,Great Falls Eastside,3337413870,,,0,0,47.49,-111.23,,,,,,
337413872,Great Falls Northeast,3337413872,,,0,0,47.52,-111.22,,,,,,
337413873,Great Falls Northwest,3337413873,,,0,0,47.52,-111.34,,,,,,
337413874,Great Falls Riverview,3337413874,,,0,0,47.53,-111.3,,,,,,
337413875,Great Falls Southside,3337413875,,,0,0,47.48,-111.29,,,,,,
337413876,Horseshoe Bend Wind Farm,3337413876,,,0,0,47.51,-111.42,,,,,,
337413925,Green Valley,3337413925,,,0,0,31.85,-110.97,,,,,,
337413928,Green Valley,3337413928,NORTHWEST,Western Oregon,1,230,43.42,-123.36,,,,,13.45,-4.71
337414013,Gresham,3337414013,NORTHWEST,Portland General - BES S/S,1,230,45.49,-122.46,,,,,389.9,10.56
337414038,Grizzly Power,3337414038,NORTHWEST,Southern Oregon,8,500,44.48,-121.02,,,,,0,-292.66
337414201,Hamilton Heights,3337414201,,,0,0,46.28,-114.04,,,,,,
337414242,Hanford,3337414242,NORTHWEST,Lower Columbia Basin,1,500,46.67,-119.57,,,,,0,0
337414247,Will,3337414247,,,0,0,56.22,-111.63,,,,,,
337414255,Hanna,3337414255,NORTHWEST,PAC:ROSE,2,230,42.94,-123.42,,,,,39.51,-18.66
337414273,Happy Valley,3337414273,NORTHWEST,"Seattle Area, Olympic Peninsula",1,230,43.55,-116.51,,,,,69.09,-16.09
337414274,Happy Valley,3337414274,,,0,0,48.04,-123.1,,,,,,
337414290,Hardin Auto,3337414290,,,0,0,45.74,-107.64,,,,,,
337414312,Harlem,3337414312,,,0,0,48.55,-108.73,,,,,,
337414316,Harlowtown,3337414316,,,0,0,46.45,-109.61,,,,,,
337414356,Harrison - Pony,3337414356,,,0,0,45.75,-111.88,,,,,,
337414395,Harvalum,3337414395,NORTHWEST,Lower Columbia Basin,1,230,45.73,-120.71,,,10,2.1,0,0
337414409,Haskill,3337414409,NORTHWEST,Western Montana,1,230,48.11,-114.64,,,8.5,2.8,,
337414421,Hat Rock,3337414421,NORTHWEST,Portland General - Industrial,1,230,45.92,-119.11,,,11.7,3.8,,
337414433,Hatwai,3337414433,NORTHWEST,Southeast Washington,2,500,46.47,-116.91,,,,,,
337414434,Haugen,3337414434,,,0,0,47.38,-115.43,,,,,,
337414436,Hauser Lake,3337414436,,,0,0,46.77,-111.89,,,,,,
337414448,Havre (WAPA),3337414448,,,0,0,48.61,-109.7,,,,,,
337414472,Hayden,3337414472,,,0,0,33,-110.78,,,,,,
337414538,Helena Southside,3337414538,,,0,0,46.57,-112,,,,,,
337414608,Hermiston Power Project,3337414608,NORTHWEST,Lower Columbia Basin,9,500,45.79,-119.31,1025.8,-0.57,,,,
337414631,Hi Desert,3337414631,SOCALIF,SCE NORTH OF LUGO 230kV,2,230,34.14,-116.18,110,101.6,,,409.89,-32.67
337414687,Highland,3337414687,,,0,0,50.4,-120.8,,,,,,
337414741,Hilltop,3337414741,NORTHWEST,Southern Oregon,1,230,41.51,-120.63,,,,,130.17,4.3
337414744,Hilltop,3337414744,,,0,0,35.25,-113.72,,,,,,
337414840,Holter,3337414840,,,0,0,46.99,-112.01,,,,,,
337414923,Horse Heaven,3337414923,NORTHWEST,Lower Columbia Basin,1,230,45.93,-119.63,,,,,22.42,-7.73
337414932,Horseshoe,3337414932,,,0,0,51.12,-115.03,,,,,,
337414933,Horseshoe,3337414933,,,0,0,38.74,-121.16,,,,,,
337414947,Hot Springs,3337414947,NORTHWEST,Western Montana,2,500,47.58,-114.63,,,,,-4.37,-152.6
337415023,Humboldt,3337415023,,,0,0,40.78,-124.11,,,,,,
337415035,Hungry Horse,3337415035,NORTHWEST,Western Montana,2,230,48.34,-114.02,172,82.91,,,0.11,-0.26
337415041,Hunter Plant,3337415041,PACE,UT EA UT,4,345,39.18,-111.03,1435,82.38,87.91,67.21,649.32,206.01
337415054,Huntington,3337415054,PACE,UT EA UT,3,345,39.38,-111.09,491,-18.39,76.5,51.4,547.66,79.04
337415074,Huson,3337415074,,,0,0,47.01,-114.24,,,,,,
337415125,Ice Harbor,3337415125,NORTHWEST,Lower Columbia Basin,6,115,46.25,-118.88,294.7,29.03,,,306.92,-114.77
337415166,Imperial Valley (Drew),3337415166,SANDIEGO,"SDG&E SWPL, BP-500",1,21,32.72,-115.71,130,3.87,,,358.13,26.42
337415240,Inland Empire Energy,3337415240,SOCALIF,SCE EASTERN 500/230kV,1,19.5,33.74,-117.17,400,153.51,0,0,461.53,-14.12
337415252,Intalco,3337415252,NORTHWEST,"Seattle Area, Olympic Peninsula",1,230,48.85,-122.7,,,,,322.5,-41.82
337415260,Intermountain Generating,3337415260,LADWP,LA IPP,3,345,39.5,-112.58,1900,332.89,65.22,49.22,2323.13,34.85
337415309,Iron Mountain,3337415309,,,0,0,36.32,-115.21,,,,,,
337415400,J.C. Boyle,3337415400,NORTHWEST,PAC:KFAL,1,230,42.09,-122.08,,,,,-60.65,-27.66
337415421,Jackrabbit Auto,3337415421,,,0,0,45.67,-111.2,,,,,,
337415496,Jawbone Canyon,3337415496,,,0,0,35.04,-117.99,,,,,,
337415521,Jefferson,3337415521,,,0,0,43.9,-112.17,,,,,,
337415584,John Day Ph,3337415584,NORTHWEST,Lower Columbia Basin,15,500,45.71,-120.69,2075.5,-422.3,,,0,149.24
337415612,Johnston,3337415612,PACE,WY CENT,2,230,42.84,-105.78,345,12.49,28.2,19.7,21.7,109.7
337415669,Judith Gap Auto,3337415669,,,0,0,46.69,-109.8,,,,,,
337415670,Judith Gap Pump,3337415670,,,0,0,46.66,-109.49,,,,,,
337415779,Keeler,3337415779,NORTHWEST,Portland Area,4,500,45.55,-122.89,,,,,93.94,-153.4
337415785,Keephills,3337415785,ALBERTA,AIES-Lake Wabamun Generation,3,22,53.45,-114.45,1261.8,290.48,88.3,44.1,243.89,-320.81
337415892,Kerr,3337415892,,,0,0,47.68,-114.24,,,,,,
337415904,Kettle Falls,3337415904,NORTHWEST,AVA: Big Bend,2,115,48.62,-118.11,52,0.33,13.72,4.37,72.39,-0.27
337415993,Kings Hill,3337415993,,,0,0,46.89,-110.73,,,,,,
337415996,Kings River,3337415996,,,0,0,41.76,-118.18,,,,,,
337416058,Kitsap,3337416058,NORTHWEST,"Seattle Area, Olympic Peninsula",2,230,47.53,-122.7,,,,,386.15,43.29
337416063,Kittitas Valley Wind Power Project,3337416063,NORTHWEST,Central Washington,1,230,47.06,-120.41,,,,,0.1,4.11
337416080,Klondike Wind Farm,3337416080,NORTHWEST,Lower Columbia Basin,3,230,45.59,-120.52,,,,,0,17.51
337416186,La Pine,3337416186,NORTHWEST,Southern Oregon,1,230,43.61,-121.47,,,,,102.4,-78.05
337416353,Lake View,3337416353,NORTHWEST,AVA: Coeur D'Alene,1,230,47.96,-116.46,,,0,0,,
337416392,Lakewood,3337416392,,,0,0,39.75,-105.11,,,,,,
337416431,Lancaster,3337416431,NORTHWEST,"Spokane Area, N Idaho, W Montana",4,230,47.81,-116.83,249,16.04,,,,
337416439,Landers Fork,3337416439,,,0,0,46.98,-112.53,,,,,,
337416446,Lane,3337416446,NORTHWEST,Western Oregon,2,500,31.72,-106.3,,,,,298.24,-78.04
337416447,Lane,3337416447,,,0,0,44.05,-123.23,,,,,,
337416477,Laramie River,3337416477,WAPA R.M.,ZoneEW,3,345,42.11,-104.89,879.28,120.3,70,70,371.29,217.35
337416493,Larson,3337416493,NORTHWEST,"Grant County, WA",1,230,47.19,-119.28,,,,,113.91,-42.1
337416529,Laurel Auto,3337416529,,,0,0,45.61,-108.76,,,,,,
337416550,Lavina Pump,3337416550,,,0,0,46.42,-108.9,,,,,,
337416717,Lewis,3337416717,,,0,0,36.17,-115.15,,,,,,
337416735,Lexington,3337416735,NORTHWEST,Portland Area,1,230,46.18,-122.91,,,,,211.62,-51.18
337416751,Libby - PACIF,3337416751,NORTHWEST,Western Montana,5,230,48.39,-115.3,324,8.16,,,0,9.61
337416752,Libby - USCEPD,3337416752,NORTHWEST,Western Montana,1,230,48.39,-115.31,,,,,69.12,-0.72
337416875,Little Goose,3337416875,NORTHWEST,Southeast Washington,1,500,46.58,-118.05,,,,,,
337416876,Little Goose Ph,3337416876,NORTHWEST,Southeast Washington,5,500,46.58,-118.03,832.5,-25.03,2.5,0.8,0,45.35
337416883,Little Mountain,3337416883,,,0,0,41.27,-112.24,,,,,,
337416974,Lolo,3337416974,NORTHWEST,AVA: Lewiston/Clarkston,1,230,46.36,-116.92,,,,,101.08,15.06
337417000,Lone Pine,3337417000,NORTHWEST,PAC:MDFD,1,230,42.35,-122.81,,,,,350.72,167.5
337417009,Long Beach,3337417009,,,0,0,33.76,-118.23,,,,,,
337417029,Longview,3337417029,NORTHWEST,"Cowlitz County, WA",4,230,46.14,-122.99,,,81.1,29.5,206.1,62.97
337417033,Mint Farm Energy Center LLC,3337417033,NORTHWEST,Portland Area,3,230,46.14,-122.99,235,-44.8,4.8,1.7,,
337417048,Loon Lake,3337417048,,,0,0,38.71,-120.95,,,,,,
337417088,Lost Creek,3337417088,NORTHWEST,Western Oregon,1,13.8,42.67,-122.68,29.8,3.26,,,26.3,-20.29
337417089,Lost Creek,3337417089,,,0,0,40.22,-104.25,,,,,,
337417152,Lower Baker,3337417152,NORTHWEST,SKAGIT,1,13.8,48.54,-121.73,77,-4.46,,,,
337417159,Lower Granite,3337417159,NORTHWEST,Southeast Washington,5,500,46.65,-117.42,692.5,-31.79,,,0,35.96
337417166,Lower Monumental,3337417166,NORTHWEST,Southeast Washington,5,500,46.55,-118.54,668.5,-54.2,,,0,38.38
337417176,Loweth,3337417176,,,0,0,46.38,-110.66,,,,,,
337417250,Lyman,3337417250,,,0,0,41.32,-110.23,,,,,,
337417296,Montana Phosphate Mine,3337417296,,,0,0,46.56,-112.84,,,,,,
337417302,Mabton,3337417302,NORTHWEST,Lower Columbia Basin,1,230,46.2,-119.97,,,4.9,1.2,,
337417352,Madison,3337417352,,,0,0,44.67,-111.14,,,,,,
337417366,Madison Valley,3337417366,,,0,0,45.05,-111.63,,,,,,
337417425,Malin,3337417425,NORTHWEST,Southern Oregon,6,500,42.01,-121.32,,,,,28.85,78.44
337417433,Malta,3337417433,,,0,0,48.42,-107.71,,,,,,
337417456,Manchester,3337417456,,,0,0,47.56,-122.55,,,,,,
337417523,Maple Valley,3337417523,NORTHWEST,"Seattle Area, Olympic Peninsula",5,500,47.47,-122.19,,,,,0,0
337417526,Mapleton,3337417526,,,0,0,44.02,-123.86,,,,,,
337417544,March Point Cogeneration Compa,3337417544,NORTHWEST,SKAGIT,1,230,48.47,-122.57,,,,,121.64,-113.84
337417560,Marias River,3337417560,,,0,0,48.04,-110.85,,,,,,
337417576,Marion,3337417576,NORTHWEST,Western Oregon,1,500,44.8,-122.7,,,,,0,0
337417639,Martin Creek,3337417639,NORTHWEST,Western Oregon,2,230,43.74,-123.12,,,,,42.62,-13.42
337417655,Martinsdale,3337417655,,,0,0,46.52,-110.32,,,,,,
337417690,Massachusetts,3337417690,NORTHWEST,Seattle City Light,1,230,47.59,-122.34,,,,,257.09,-61.7
337417718,Maupin,3337417718,NORTHWEST,Lower Columbia Basin,1,230,45.2,-121.03,,,,,12.37,-2.14
337417739,Mayfield,3337417739,NORTHWEST,Tacoma Power - General,2,230,46.5,-122.59,86,12.82,,,-42.78,0.87
337417812,McDonald,3337417812,NORTHWEST,"Grant County, WA",1,230,47.15,-119.22,,,23.23,1.04,,
337417813,McDonald,3337417813,,,0,0,36.09,-115.21,,,,,,
337417861,Mcloughlin,3337417861,NORTHWEST,Portland General - BES S/S,4,500,45.34,-122.56,,,,,335.45,-18.31
337417877,McNary,3337417877,NORTHWEST,Lower Columbia Basin,25,500,45.92,-119.31,860.6,125.63,70.8,23.3,97.06,47.44
337417997,Merchant,3337417997,SOCALIF,SCE Eldorado 230kV,1,13.8,35.79,-114.99,357,78.31,0,0,178.6,-44.45
337418010,Meridian,3337418010,NORTHWEST,PAC:MDFD,3,500,49.31,-122.81,,,,,0,-48.65
337418012,Meridian,3337418012,,,0,0,42.37,-122.76,,,,,,
337418033,Mesa,3337418033,,,0,0,34.04,-118.11,,,,,,
337418034,Mesa,3337418034,,,0,0,31.81,-106.51,,,,,,
337418040,Mesquite Power,3337418040,ARIZONA,SRP-TSW,2,18,33.35,-112.86,500,7.47,9.2,5.8,-86.72,-214.59
337418091,Mica,3337418091,B.C.HYDRO,BC HYDRO,4,16,52.05,-118.5,1784.69,-10.98,2.32,1.12,527.16,292.7
337418158,Midpoint,3337418158,IDAHO,ZoneIP Southern,3,500,42.83,-114.42,,,,,1332.06,305.71
337418164,Midway,3337418164,NORTHWEST,Lower Columbia Basin,3,230,38.56,-104.69,,,,,63.14,23.91
337418168,Midway,3337418168,,,0,0,46.62,-119.78,,,,,,
337418171,Midway,3337418171,,,0,0,47.4,-122.29,,,,,,
337418201,Miles City GT,3337418201,,,0,0,46.41,-105.79,,,,,,
337418239,Miller,3337418239,,,0,0,37.25,-121.12,,,,,,
337418243,Miller Creek #4,3337418243,,,0,0,46.81,-114.05,,,,,,
337418371,Mission,3337418371,,,0,0,47.3,-111.76,,,,,,
337418372,Mission,3337418372,,,0,0,36,-114.95,,,,,,
337418477,Monarch,3337418477,,,0,0,47.1,-110.83,,,,,,
337418498,Monroe,3337418498,NORTHWEST,"Seattle Area, Olympic Peninsula",3,500,39.72,-104.94,,,,,0,186.04
337418500,Monroe,3337418500,,,0,0,38.45,-122.74,,,,,,
337418504,Monroe,3337418504,,,0,0,47.9,-121.89,,,,,,
337418520,Mont Talc,3337418520,,,0,0,45.82,-111.82,,,,,,
337418528,Montague,3337418528,,,0,0,37.4,-121.91,,,,,,
337418529,Great Falls Energy Center[Montana First Megawatts],3337418529,,,0,0,47.53,-111.3,,,,,,
337418556,Montezuma Hills Windplant,3337418556,,,0,0,38.12,-121.83,,,,,,
337418677,Morony,3337418677,,,0,0,47.58,-111.06,,,,,,
337418713,Moscow,3337418713,NORTHWEST,AVA: Palouse,1,230,46.74,-116.94,,,,,112.02,-17.82
337418728,Mossyrock,3337418728,NORTHWEST,Tacoma Power - General,4,230,46.53,-122.43,259,31.91,,,,
337418854,Munro BPA System Control Center,3337418854,NORTHWEST,Spokane Area Publics,3,230,47.75,-117.38,,,,,177.86,30.72
337418877,Murray,3337418877,NORTHWEST,"Seattle Area, Olympic Peninsula",1,230,48.15,-122.08,,,,,246.61,-65.16
337418960,N. Lewiston,3337418960,NORTHWEST,AVA: Lewiston/Clarkston,1,230,46.43,-117.03,,,,,83.48,18.94
337419089,Naughton,3337419089,PACE,WY OVER,2,230,41.76,-110.6,348,-15.49,20,13.96,515.92,137.51
337419093,Navajo (SRP),3337419093,ARIZONA,SRP-TSW,3,26,36.9,-111.39,2413.98,83.89,174,105,852.47,-7.48
337419229,Melones,3337419229,,,0,0,37.94,-120.54,,,,,,
337419301,Newport,3337419301,,,0,0,36.01,-114.92,,,,,,
337419344,Nichols Pump,3337419344,,,0,0,46.27,-106.83,,,,,,
337419345,Nichols REA,3337419345,,,0,0,46.28,-106.79,,,,,,
337419453,North,3337419453,,,0,0,47.68,-122.32,,,,,,
337419562,North Mountain,3337419562,NORTHWEST,"Seattle Area, Olympic Peninsula",2,230,48.21,-121.93,,,11.3,4.9,,
337419718,Noxon Rapids,3337419718,NORTHWEST,AVA: Coeur D'Alene,6,230,47.96,-115.74,400,46.58,2.67,0.91,,
337419754,O'Brien,3337419754,NORTHWEST,S.KING,1,230,47.4,-122.24,,,,,483.41,-174.93
337419820,Oasis,3337419820,,,0,0,35.62,-115.39,,,,,,
337419925,Olinda,3337419925,PG AND E,Intertie,2,500,40.38,-122.38,,,,,3475.81,254
337419926,Olinda,3337419926,,,0,0,33.95,-117.92,,,,,,
337419930,Olive,3337419930,,,0,0,36.16,-115.11,,,,,,
337419946,Olympia,3337419946,NORTHWEST,"Seattle Area, Olympic Peninsula",9,500,47,-122.95,,,,,316.55,-171.56
337420044,Ormond Beach,3337420044,SOCALIF,SCE Ventura/Santa Barbara,1,26,34.13,-119.17,725,103.68,,,397.41,-61.21
337420092,Ostrander,3337420092,NORTHWEST,Portland General - BES NODE,2,500,45.36,-122.41,,,,,0,372.52
337420132,Outlook,3337420132,NORTHWEST,PAC:YKMA,1,230,46.38,-120.08,,,,,67.52,-12.95
337420133,Ovando,3337420133,,,0,0,46.93,-113.1,,,,,,
337420226,Painted Robe,3337420226,,,0,0,46.24,-108.99,,,,,,
337420266,Palo Verde,3337420266,ARIZONA,APS,4,500,33.39,-112.86,4132,1089.3,195,146.4,3801.27,1759.85
337420273,Pamona Heights,3337420273,NORTHWEST,PAC:YKMA,1,230,46.62,-120.47,,,,,194.82,-0.08
337420321,Paradise Valley,3337420321,,,0,0,36.08,-115.12,,,,,,
337420329,Pardee,3337420329,,,0,0,34.44,-118.58,,,,,,
337420356,Parkdale,3337420356,NORTHWEST,Lower Columbia Basin,1,230,45.53,-121.56,2,0,10,3.3,,
337420361,Parker,3337420361,,,0,0,37.67,-120.92,,,,,,
337420435,Paul,3337420435,NORTHWEST,"Seattle Area, Olympic Peninsula",1,500,46.75,-122.87,,,,,163.56,-26.64
337420447,Pawnee,3337420447,PSCOLORADO,ZoneRN,1,22,40.22,-103.68,505,105.25,31.19,31.26,558.39,-60.47
337420449,Pawnee,3337420449,,,0,0,36.13,-115.13,,,,,,
337420488,Pearl,3337420488,NORTHWEST,Portland Area,6,500,47.27,-122.52,,,,,0,504.06
337420490,Pearl,3337420490,,,0,0,45.33,-122.78,,,,,,
337420491,Pearl,3337420491,,,0,0,36.12,-115.1,,,,,,
337420530,Pelton,3337420530,NORTHWEST,Portland General - BES S/S,2,230,44.69,-121.23,105,24.63,,,,
337420655,Peterson,3337420655,,,0,0,45,-112.97,,,,,,
337420681,Phelps Dodge,3337420681,,,0,0,31.77,-106.39,,,,,,
337420757,Pilot Butte,3337420757,NORTHWEST,PAC:C.OR,1,230,43.2,-108.76,,,,,242.23,-94.18
337420758,Pilot Butte,3337420758,,,0,0,44.06,-121.23,,,,,,
337420777,Pine Creek,3337420777,NORTHWEST,AVA: Coeur D'Alene,1,230,47.54,-116.22,,,,,9.86,24.33
337420869,Pittsburg (MIR),3337420869,PG AND E,Generation (Fossil & Non-peaker,1,20,38.04,-121.9,404.4,254.05,18.16,9.3,942.18,-353.23
337420889,Plains,3337420889,,,0,0,47.52,-114.78,,,,,,
337421061,Ponderosa,3337421061,NORTHWEST,Southern Oregon,6,500,44.23,-120.93,,,,,174.25,-14.72
337421062,Ponderosa,3337421062,,,0,0,44.23,-120.93,,,,,,
337421090,Port Angeles,3337421090,NORTHWEST,"Seattle Area, Olympic Peninsula",2,230,48.1,-123.42,,,,,273.04,-13.69
337421123,Port Of Washington,3337421123,NORTHWEST,Portland General - Generation,3,230,46.14,-122.94,399,199.52,,,,
337421146,Portal,3337421146,,,0,0,39.79,-105.99,,,,,,
337421174,Potholes,3337421174,NORTHWEST,Central Washington,2,230,47.11,-119.53,,,,,,
337421177,Potlatch,3337421177,,,0,0,47.39,-123.19,,,,,,
337421185,Potrero,3337421185,PG AND E,City of Pittsburg,2,180.5,37.76,-122.39,400,0,,,394.12,4.98
337421235,Prairie,3337421235,,,0,0,47.75,-116.85,,,,,,
337421284,Priest Rapids,3337421284,NORTHWEST,"Grant County, WA",14,230,46.65,-119.91,787.6,112.39,,,0,22.25
337421354,Pryor Exxon Creek,3337421354,,,0,0,45.76,-108.05,,,,,,
337421456,Quilcene,3337421456,,,0,0,47.84,-122.87,,,,,,
337421460,Quincy,3337421460,,,0,0,39.64,-104.58,,,,,,
337421511,Rail Welder,3337421511,,,0,0,45.7,-108.66,,,,,,
337421516,Rainbow,3337421516,,,0,0,47.54,-111.19,,,,,,
337421517,Rainbow,3337421517,,,0,0,36.17,-115.24,,,,,,
337421518,Rainbow,3337421518,,,0,0,36.71,-119.54,,,,,,
337421530,Rainier,3337421530,,,0,0,46.09,-122.95,,,,,,
337421541,Ralston,3337421541,,,0,0,37.51,-122.34,,,,,,
337421603,Rattlesnake Switchyard,3337421603,NORTHWEST,Western Montana,1,230,46.92,-113.97,,,,,142.5,-10.43
337421613,Raver,3337421613,NORTHWEST,"Seattle Area, Olympic Peninsula",2,500,47.34,-121.93,,,,,0,760.62
337421614,Rawhide,3337421614,PSCOLORADO,ZoneRN,1,24,40.86,-105.02,300,27,23,18,240.59,6.84
337421624,Raymond,3337421624,,,0,0,46.71,-123.74,,,,,,
337421764,Reno,3337421764,,,0,0,39.51,-119.8,,,,,,
337421770,Renova,3337421770,,,0,0,45.82,-112.11,,,,,,
337421783,Reserve St.,3337421783,,,0,0,46.88,-114.05,,,,,,
337421788,Reston,3337421788,NORTHWEST,Western Oregon,2,230,43.18,-123.56,,,,,,
337421795,Revelstoke,3337421795,B.C.HYDRO,BC HYDRO,10,16,50.98,-118.18,2046.14,-141.75,2.35,1.15,714.41,525.73
337421834,Richardson Coulee,3337421834,,,0,0,48.38,-106.8,,,,,,
337421939,Rio Hondo,3337421939,,,0,0,34.11,-117.98,,,,,,
337421994,Rivergate,3337421994,NORTHWEST,Portland General - BES S/S,1,230,45.61,-122.77,,,,,284.2,-70.58
337422023,Riverton,3337422023,,,0,0,42.54,-113.78,,,,,,
337422131,Rock Island Powerhouse,3337422131,NORTHWEST,Central Washington,8,6.9,47.35,-120.09,312,69.53,0.86,0.41,7.61,-179.61
337422176,Rocky Ford,3337422176,NORTHWEST,"Grant County, WA",1,230,38.05,-103.72,,,,,88.23,2.76
337422177,Rocky Ford,3337422177,,,0,0,47.3,-119.47,,,,,,
337422182,Rocky Mountain Energy Center,3337422182,PSCOLORADO,ZoneRD,1,23,40.09,-104.6,160,35.99,4,3.4,332.53,-62.86
337422187,Rocky Reach,3337422187,NORTHWEST,Central Washington,21,345,47.53,-120.29,861,204.81,0.63,0.3,48,-20.75
337422206,Rogue,3337422206,NORTHWEST,Western Oregon,1,230,42.48,-124.4,,,,,82.17,14.52
337422258,Rosebud Creek,3337422258,,,0,0,46.26,-106.47,,,,,,
337422262,Rosedale,3337422262,,,0,0,40.38,-104.68,,,,,,
337422263,Rosedale,3337422263,,,0,0,49.19,-121.76,,,,,,
337422285,J.D. Ross,3337422285,NORTHWEST,Lower Columbia Basin,3,345,45.66,-122.66,,,47,0.5,259.9,45.62
337422288,Ross Dam,3337422288,NORTHWEST,Seattle City Light,4,230,48.73,-121.07,216.19,-9.45,,,,
337422305,Round Butte,3337422305,NORTHWEST,Portland General - Generation,6,500,44.61,-121.28,270,69.74,3.8,1.2,0,-138.88
337422310,Round Mountain,3337422310,PG AND E,Conf Load (N. Valley),2,500,40.81,-121.94,,,,,452.13,464.05
337422319,Roundup,3337422319,NORTHWEST,Southeast Washington,1,230,45.64,-118.75,,,,,68.07,-16.73
337422320,Roundup Auto,3337422320,,,0,0,46.48,-108.58,,,,,,
337422354,RS-19 (Proposed),3337422354,,,0,0,33.29,-111.52,,,,,,
337422360,Rudyard,3337422360,,,0,0,48.51,-110.54,,,,,,
337422423,Ryan (PPLMON),3337422423,,,0,0,47.57,-111.12,,,,,,
337422524,Sacajawea,3337422524,NORTHWEST,Lower Columbia Basin,2,500,46.24,-118.89,,,,,10.99,176.15
337422525,Sacheen,3337422525,NORTHWEST,"Spokane Area, N Idaho, W Montana",1,230,48.18,-117.28,,,,,46.32,3.97
337422545,Saguaro,3337422545,,,0,0,32.55,-111.3,,,,,,
337422637,Salem,3337422637,NORTHWEST,Portland Area,1,230,44.93,-123.09,,,,,161.99,19.87
337422680,Saltese,3337422680,,,0,0,47.35,-115.34,,,,,,
337422702,Sammamish,3337422702,NORTHWEST,N.KING,4,230,47.69,-122.15,,,,,564.12,-176.46
337422714,Mountainview Power,3337422714,SOCALIF,SCE EASTERN 500/230kV,2,18,34.08,-117.24,416,83.37,,,24.4,30.82
337422748,San Juan 345,3337422748,NEW MEXICO,ZoneAL,5,345,36.8,-108.44,1669.84,259.51,184,114.04,2373.42,393.46
337422782,Sand Dunes,3337422782,NORTHWEST,"Grant County, WA",1,230,47.15,-119.28,,,,,127.5,-11.56
337422785,Sand Spring Compensation Station,3337422785,,,0,0,43.72,-120.85,,,,,,
337422796,Sandia,3337422796,,,0,0,35.05,-106.53,,,,,,
337422861,Santiam,3337422861,NORTHWEST,Western Oregon,5,500,44.77,-122.67,,,,,26.29,-3.01
337422867,Panorama,3337422867,,,0,0,35.24,-106.66,,,,,,
337422881,Sargent,3337422881,,,0,0,37.69,-106.1,,,,,,
337422892,Sarpy Cr. Auto,3337422892,,,0,0,45.82,-107.14,,,,,,
337422900,Satsop,3337422900,NORTHWEST,"Seattle Area, Olympic Peninsula",2,500,46.97,-123.46,,,,,,
337422960,Schultz,3337422960,NORTHWEST,Central Washington,7,500,47.12,-120.51,,,,,0,-290.93
337423050,Second Imperial Geothermal Com,3337423050,,,0,0,32.71,-115.53,,,,,,
337423057,Sedro Woolley,3337423057,NORTHWEST,SKAGIT,3,230,48.51,-122.2,,,,,93.17,31.21
337423081,Selle,3337423081,NORTHWEST,"Seattle Area, Olympic Peninsula",2,500,48.36,-116.53,,,,,,
337423199,Shawnee,3337423199,NORTHWEST,AVA: Palouse,1,230,46.88,-117.29,,,,,79.45,-4.13
337423214,Sheerness,3337423214,ALBERTA,AIES-Sheerness,2,19,51.44,-111.79,743.3,-119.74,30.6,15.4,204.87,84.06
